specialties,company_name,industry,contact_phone,contact_email,company_website,contact_name,designation,Country,State,City,building_location,admin_id,contact_name_notes,company_address
,LMG General Trading,,971 4 4470389,sales@imggt.com,,HR,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),Media One Tower ,Anisha1,NP call,
,"Hill Knowlton Strategies, LTD",,971 4 5539543,menat@hkstrategies.com,http://www.hkstrategiesmena.com/,Ms. Katy,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),Media One Tower ,Anisha1,spoke to admin joan sent mail to HR,
,3D WORLD FILMS FZ-LLC,,971 4 4214529,gc@worldig.com,http://worldig.com/,HR,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,NP call,No Responses
,622 AGENCY FZ-LLC,,971 50 3673 811,fouad@622agency.com,www.622agency.com,Mr. Fouad,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,Mobile number,not intersted
,A2Z LEAPFROG FZ-LLC,,971 4 4241900,adri.plessis@ae.abb.com,www.abb.com,Mr. Adri,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,NP call,No Responses
,ABB GLOBAL MARKETING FZ-LLC,,971 4 4464959,merna.bazzari@ae.abb.com,www.abb.com,Ms. Merna,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,spoke to admin sent mail to director,not in office call back later
,ABS-CBN MIDDLE EAST FZ-LLC,,971 4 3902180,customerservice-me@abs-cbn.com,www.abs-cbnglobal.com,HR,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,NP call,No Responses
,ACCENT INFOMEDIA MEA FZ-LLC,,971 (50) 465 1027,tushar@accentonfomedia.com,www.accentinfomedia.com,HRMr. Tushar,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,Mobile number,NO Responses
,ACTION MARKETING PLUS FZ-LLC,,971 4 3671132,contact@amplus.ae,www.amplus.ae,Ms. Michelle,Senior Manager,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,NP call,spoke to admin sent mail to admin do followup on next month
,ACTIVE CREATIVE MIDDLE EAST FZ-LLC,,971 55 610 5460,adele.claassen@activecreative.com,,Ms. Adele,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,,NO Responses
,ACTIVE FZ-LLC,,971 4 3643554,mechelle@activedmc.com,www.activepr.biz,Ms. Mechelle,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,spoke to admin sent mail to hr,Gave other other to call on-044335226
,ADINTOP FZ-LLC,,971 4 4423258,julius.cabanig@adintop.com,,Ms. Julius,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,spoke to admin sent mail to hr,will check email and call back
,ADLINE MEDIA FZ-LLC,,971 4 3671515,info@adlinemedia.net,www.adlinemedia.net,Hasna,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,spoke to admin sent mail to hr,adv if he is intersted will get back
,ADRENALINE FZ-LLC,,971 4 3914866,mokhtar_rustom@hotmail.com,,Mr. Mokhtar,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,Not valid number,not vaild number
,ADVANCED MIDDLE EAST SYSTEMS FZ-LLC,,971 4 4570031,info@advancedsystems.ae,www.advancedsystems.ae,HR,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,Not valid number,not vaild number
,ADZOUK ADVERTISING FZ-LLC,,971 4 4549740,agencies@adzouk.com,www.adzouk.com,Merina,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,Wrong number,will not provide company details to anyone.took my landphone number if itz needed will get back
,AFP,,971 4 3664567,accounts.dubai@afp.com,www.afp.com,Mr.Ranjit,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,HR n mena office,Adv that they have everthing by their own they wont take anything from out side people
,AFQAAR COMMUNICATION FZ-LLC,,971 50 6856782,raefroz@hotmail.com,,Mr. Raefroz,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,Mobile number,Advs will get back
,AGATHA ASTRID MARIA VAN DER KNAAP,,971 50 4569105,stridindubai@gmail.com,www.astridindubai.com,HR,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,Mobile number,will get back
,AGENCE KLEEM FZ-LLC,,971 4 4342394,laurent.caranobe@agencekleem.com,www.agencekleem.com,Ms. Laurent,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,NP call,NO Responses
,AGENCE REPUBLIQUE FZ-LLC,,971 50 8500045,z.ghosn@republiquedubai.com,,Mr. Qhosn,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,Mobile number,will get back
,AGILE FINTECH FZ-LLC,,971 4 433 1825,info@agile-ft.com,www.agile-ft.com,Shera,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,Call back,Adv to call back After 2
,AGILITY CIS MIDDLE EAST FZ-LLC,,97144511227,enquiries@agilitycis.com,www.agilitycis.com,Mr.Jarith,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,,Adv to send an email
,AGODA INTERNATIONAL PTE. LTD,,971 4 2271112,habeeb@cmc-rsm.net,www.agoda.com,Mr. Habeeb,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,Number changed,Number changed
,AGORA FZ-LLC,,971 4 3654980,hello@agora-me.com,www.agora-me.com,HR,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,Not valid number,Not valid number
,AGT ADVANCED GERMAN TECHNOLOGY FZ-LLC,,971 4 3902548,zdiego@agt-technology.com,,Ms. Annie,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,spoke to admin sent mail to hr no need,
,AHMADAGA KIMYA FZ-LLC,,48848784,,,,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,call not connecting,call not connecting
,AIDEM MEDIA FZ-LLC,,971 4 3902523,amman@aidem.ws,,Mr. Amman,Fin,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,spoke to admin sent mail to admin,
,AIMEN MUDHER SALIM ALWAN,,971 50 6441720,aimenalwan@gmail.com,,Aimen,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,Mobile number,Not Intersted
,AISBRANDLAB FZ-LLC,,971 4 447 3630,aubrey@aisbrandlab.com,www.aisbrandlab.com,HR,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,NP call,tranfer the call but non responses
,AJAY GOPE GOLANI,,971 50 2249894,ajaygolani@yahoo.com,www.ajaygolani.com,Ajay,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,Mobile number,Send an email
,AKTHAM MESLEH KASSAM,,971 50 981 4529,xmkassam1@yahoo.com,,Kassam,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,Mobile number,Not Intersted
,AL AHRAM CORPORATION,,971 4 391 2551,majed.monir@ymail.com,www.ahram.org.eg,Mr. Majed,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,sent mail,Disconnected
,AL ALAM SOLUTION PROVIDER FZ-LLC,,971 4 4562485,zalina.s@alalam-solutions.com,www.alalam-solutions.com,Ms. Zalina,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,spoke to HR sent mail to HR call back after ramadan,No Responses
,AL KHALEEJIAH ADVERTISING & PUBLIC RELATION,,971 4 3914440,islam.eladwy@alkhaleejiah.com,www.alkhaleejiah.com,Mr. Islam,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,spoke to admin sent mail to HR,No Responses
,AL MANA RETAIL FZ-LLC,,971 4 3914716,rochelle_fernandes@almana.com/christian_rouphael@almana.com,,Ms.Maya,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,spoke to admin sent mail to HR,Adv to send an email in differnt email id.Rochellec left the job
,AL SHUALA MEDIA FZ-LLC,,971 4 4357279,farrukh@alshualamedia.ae,www.alshualamedia.com,Mr. Farrukh,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,spoke to admin sent mail to HR,he is in a meeting call back within anhour
,AL YAMAMAH PRESS ESTABLISHMENT,,971 4 3900901,dubaioffice@yamamahpress.ae,WWW.ALRIYADH.COM,HR,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,sent mail,call after an hour
,ALAIN CHARLES MIDDLE EAST FZ-LLC,,971 4 4489260,lynn.smith@alaincharles.com,www.alaincharles.com,Ms. Lynn,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,HR in london sent mail,Marketing dept in london so no need
,ALCHEMY FZ-LLC,,971 4 3901966,info@alchemyfilms.net,,HR,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,not valid number,not valid number
,ALIAS PUBLISHING FZ-LLC,,971 4 3748088,info@alias-publishing.com,www.alias-publsihing.com,HR,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,not valid number,not valid number
,ALL DETAILS MIDDLE EAST FZ-LLC,,97144484670,madhi@alldetails.net,www.alldetails.net,Ms. Madhi,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,Spoke to admin fatima sentmail to hr,Adv for now no requirement
,ALL OVER MEDIA CONSULTING FZ-LLC,,971 4 3641348,tarek@dubaimediacity.net,,Mr. Tarek,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,spoke to hr sent mail to hr call back after a month,
,ALMANARA FZ-LLC,,971 4 3901777,hassanghawi@gmail.com,,Abdula,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,NP call,Adv that will sms directlt to joy
,ALPHA OMEGA SERVICES FZ-LLC,,971 4 3902888,info@aosevents.com,www.aosevents.com,HR,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,Not available,No Responses
,ALTERNATIVE MEDIA LINE FZ-LLC,,971 4 3914798,ali@amldxb.ae,,HR,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,not valid number,not valid number
,AMBER COMMUNICATIONS FZ-LLC,,971 4 3902812,info@ambercomm.ae,www.ambercomm.ae,Mr. Rajesh,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,Spoke to admin andria sent mail to hr,No Responses
,AMGEN (MIDDLE EAST) FZ-LLC,,971 4 4396800,dvanderl@amgen.com,www.amgen.com,HR,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,Call not connecting,Call not connecting
,AMITY MEDIA FZ-LLC,,971 4 4554900,info@amityuniversity.ae,www.amityuniversity.ae,HR,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,NP call,No Responses
,ANBA MOSCOW,,971 (4) 4470739,info@sicurogroup.com,anbamoscow.com,Mr. Jack,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,spoke to admin sent mail to hr,they dont have requirment will get bac
,ANGEL GROUP FZ-LLC,,971 50 6501972,uaeangelgroup@yahoo.com,,HR,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,Mobile number,No Need
,ANIMATION INTERNATIONAL FZ-LLC,,971 4 4466501,anjelapm@eim.ae,www.animation-international.com,HR,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,Not interested,
,APT FACILITATORS FZ-LLC,,971 4 3625677,marie@apt-facilitators.com,www.apt-facilitators.com,Ms. Marie,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,spoke to admin sent mail to admin call back next month she will forward her friends cv,
,AQUARIUZ FZ-LLC,,971 4 3327586,aquariuz@eim.ae,www.aquariuzglobal.com,HR,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,NP call,No Responses
,ARAB EDUCATION FZ LLC,,971 50 3450285,psayegh@ldlp.com,www.ldlp.com,HR,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,Mobile number,
,ARAB PRODUCERS UNION FOR TV PRODUCTION,,971 50 8806444,gcc@aputv.org,www.aputv.org,HR,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,Mobile number,
,ARAB TELEMEDIA PRODUCTIONS FZ-LLC,,971 50 9739494,info@atgroup.jo,www.arabtelemedia.net,HR,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,Mobile number,
,ARABCOM - HITEK,,971 4 3211164,vp@arabcom.com,www.arabcom.com,HR,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,NP call,No Responses
,ARABIAN FALCON FZ-LLC,,971 4 3911069,info@arabianfalcon.com,www.arabianfalcon.com,Mr.Airel,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,NP call,No Responses
,ARABIAN RADIO NETWORK FZ-LLC,,971 4 3912000,info@arnonline.com,www.arnonline.com,HR,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,NP call,No Responses
,ARIES MEDIA FZ-LLC,,971 4 3676946,prasanth@ariesmedia.tv,www.ariesmedia.tv,Mr. Prashanth,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,no need sent mail spoke to the director,
,ARTHUR D LITTLE MIDDLE EAST FZ-LLC,,971 4 4335401,hemaida.mona@adlittle.com,www.adlittle.com,Ms. Mona,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,spoke to Elmy sent mail to hr,lunch time
,ARUN SHANKAR,,971 50 1413662,arun_shankar62@yahoo.co.in,,HR,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,Mobile number,
,ASDA'A ADVERTISING FZ-LLC,,971 4 3344550,info@asdaa.com,,Ms. Jenice,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,spoke to admin sent mail,No responses
,ASPEN HEALTHCARE FZ-LLC,,971 4 4393455,motaeva@ae.aspenpharma.com,www.aspengl.com,Ms.Mahin,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,spoke to admin sent mail to her already working with some other agencies,
,ATALA A.L.M. ABU SALEH,,971 4 391 4357,wisam_mm@emirates.net.ae,,HR,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,Not valid number,
,ATOM FZ-LLC,,971 4 3902454,kp@upandatom.biz,www.upandatom.biz,HR,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,Not interested,
,ATUM CREATIONS FZ-LLC,,9.72E+11,info@atum.co,,HR,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,Mobile number,
,AURA PRODUCTIONS FZ-LLC,,971 4 4264676,info@auraproductions.tv,www.auraproductions.tv,HR,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,Not valid number,
,AUTO TRADER FZ-LLC,,971 4 3903940,info@autotraderuae.com,www.autotraderuae.com,Ms. Abida,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,spoke to admin sent mail call back next month,
,AVANLI MEDIA FZ-LLC,,971 4 4272466,charly@avanli.com,www.avanli.com,Ms. Charly,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,spoke to admin sent mail call back next month no requirements right now,
,AVANTGARDE BRAND SERVICES FZ-LLC,,971 4 3692747,inken.wessels@avantgarde.ae,www.avantgarde.ae,HR,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,Call not connecting,
,AVIAREPS FZ-LLC,,971 4 375 3294,gjohnston@aviareps.com,www.aviareps.com,HR,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,NP call,
,B-ONE FZ-LLC,,971 4 3654544,sfd@b-one.com,www.one.net,HR,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,No need,
,BACKLITE MEDIA FZ-LLC,,971 50 5580377,jbicknell@backlitemedia.com,www.blacklitemedia.com,HR,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,Mobile number,
,BAHWAN CYBERTEK FZ-LLC,,971 4 3911850,uae@bahwancybertek.com,www.bahwancybertek.com,HR,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,NP call,
,"BAIN & COMPANY MIDDLE EAST, INC.",,971 4 365 7365,dubai.reception@bain.com,www.bain.com,Ms. Roxanne,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,spoke to admin sent mail to admin,
,BALANCE AG DUBAI FZ-LLC,,971 4 390 0635,holger.ochs@balance.ag,www.balance.ag,Mr. Holger,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,spoke to admin sent mail to HR,
,BARANSI COMMUNICATIONS INTERNATIONAL FZ-LLC,,97144212939,sbaransi@bci.ps,www.bci.ps,HR,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,Call back,
,BAYER MIDDLE EAST FZE,,971 4 4452700,kashif.khan@bayer.com,www.bayer.com,HR,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,Call back,
,BAZARSOFT FZ-LLC,,971 52 9250403,walid@bazarsoft.com,www.bazarsoft.com,HR,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,Mobile number,
,BEAUFORT ASSOCIATES FZ-LLC,,971 4 3910320,info@beaufort.ae,www.beaufort.ae,HR,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,Not valid number,
,BEEMATTERS FZ-LLC,,971 4 4279704,bdiala@beematters.com,www.beematters.com,HR,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,NP call,
,"BELDEN CDT INTERNATIONAL, INC.",,971 4 391 04 93,mudassar.qureshi@belden.com,www.belden.com,nahim,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,Not valid number,Adv that its company is very small
,BEYOND THE LINE FZ-LLC,,971 4 4401265,admin@beyondtl.com,,Ms. Lauriana,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,spoke to admin sent mail to hr,
,BILOGIC SYSTEMS INC.,,971 4 3911150,info@bilogicsys.com,www.bilogicsys.com,HR,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,NP call,
,BIOPHARMA MIDDLE EAST & AFRICA FZ-LLC,,971 4 3692828,info@biopharma-mea.com,www.biopharma-mea.com,HR,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,spoke to admin sent mail to HR,
,BIRD TECHNOLOGIES FZ-LLC,,971 4 4456831,admin@birdgroup.ae,www.birdgroup.com,Ms. Anna,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,spoke to Director sent mail to admin,
,BITDEFENDER FZ-LLC,,971 4 4588335,mena@bitdefender.com,www.bitdefender.com,HR,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,NP call,
,BLACKBERRY MIDDLE EAST & AFRICA FZ-LLC,,971 4 3754947,realestate@blackberry.com,ae.blackberry.com,HR,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,Not available,
,BLUE BAY FZ-LLC,,971 4 4240111,help1@alsayyah.com,www.bluebayae.com,Mr. Ramesh,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,spoke to admin sent mail to hr,
,BLUE MENA GROUP FZ-LLC,,971 4 3912040,riadh.boukhris@bluemena.com,www.bluemena.com,Mr. Riadh,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,Not interestd,
,BOND COMMUNICATIONS FZ-LLC,,971 4 3912850,info@bondcommunications.com,www.bondcommunications.com,HR,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,Not valid number,
,BONYA TECH FZ-LLC,,971 4 4504242,msradhakrishnan@gmail.com,www.BonyaTech.net,HR,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,HR out of station,
,BPS MIDDLE EAST FZ-LLC,,971 56 684 1718,sales@bpsme.com,www.bpsme.com,HR,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,Mobile number,
,BRAMS FZ-LLC,,971 4 4329081,gracie@brams.net,www.brams.com,Ms. Gracie,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,spoke to admin sent mail to hr,
,BRANDCOM LIMITED,,971 4 4290904,raheel.rana@ddb.ae,www.ddb.ae,Mr. Raheel,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,spoke to admin sent mail to hr,
,BRISTOL ENGINEERING SERVICES FZ-LLC,,971 4 361 3666,info@bristolengineering.com,www.bristolengineering.com,HR,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,Not interested,
,BROCADE MIDDLE EAST FZ-LLC,,971 4 4506415,emea-info@brocade.com,www.brocade.com,HR,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,NP call,
,BRUNSWICK MIDDLE EAST,,971 4 4484251,kris.deramos@brunswick.com,www.brunswick.com,HR,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,Not interested,
,BT MEA FZ-LLC,,971 4 3643900,measales.leads@bt.com,www.bt.com,HR,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,spoke to admin sent mail to hr,
,BUDGET RENT A CAR L.L.C,,971 4 2956667,danny@budget-uae.com,www.budget-uae.com,HR,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,Hr not in this office,
,BUILDACT FZ-LLC,,971 4 3900250,uae.coordinator@acts-int.com,www.buildact.com,Ms. Victoria,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,spoke to admin sent mail to admin,
,BUZZEFF MIDDLE EAST FZ-LLC,,971 4 4344234,leslie.corpuz@buzzeff.tv,www.buzzeff.tv,Ms. Leslie,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,spoke to admin sent mail to admin,
,C3 CARD FZ-LLC,,971 4 435 5616,info@c3card.com,www.c3card.com,HR,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,NP call,
,CA ARABIA FZ-LLC,,971 4 4462904,shafeeqmustafa.anwar@contractor.ca.com,www.ca.com,HR,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,NP call,
,CA MENA FZ-LLC,,971 4 3616710,sofia.igmedio@ca-mena.com,www.ca-mena.com,HR,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,NP call,
,CALIX NETWORKS UK LTD,,971 4 3320060,info@calix.com,www.calix.com,HR,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,Call not connecting,
,CALSEP FZ-LLC,,971 4 391 3667,dubai@calsep.com,www.calsep.com,HR,,United Arab Emirates,Dubai,DMC ( Dubai Media City ),DMC,Anisha1,HR in denmark no need,
